Track Name,Album_Name,Song_Type,Artist Name(s),Language,Release Year,Mood,Genre_category,Duration (mins),Popularity,Stream Category,Record Label,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Cute Ponnu,Enna Solla Pogirai,Movie,Anirudh Ravichander;Vivek Siva,Tamil,2021,Romantic,Soul,4.59,38,Low,Muzik247,0.75,0.813,-5.871,0.132,0.254,0,0.298,0.687,100.022
Saami Saami ,Pushpa - The Rise,Movie,Devi Sri Prasad;Rajalakshmi Senthiganesh;Viveka,Tamil,2021,Happy,Pop,3.73,49,Medium,Aditya Music,0.814,0.806,-6.461,0.296,0.271,0.000241,0.228,0.869,139.799
Soul of Doctor ,Doctor,Movie,Anirudh Ravichander;Niranjana Ramanan,Tamil,2021,Energetic,Dance,1.06,52,Medium,Sony Music Entertainment India Pvt. Ltd.,0.473,0.837,-7.101,0.0336,0.0968,0.912,0.297,0.212,97.261
Two Two Two ,Kaathuvaakula Rendu Kaadhal,Movie,Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje;Vignesh Shivan,Tamil,2021,Happy,Pop,2.94,50,Medium,Sony Music Entertainment India Pvt. Ltd.,0.821,0.69,-4.981,0.187,0.0202,0.00398,0.199,0.648,140.171
Bodhai Kaname ,Oh Manapenne,Movie,Vishal Chandrashekhar;Anirudh Ravichander;Shashaa Tirupati,Tamil,2021,Romantic,Soul,4.37,62,Medium,Think Music,0.516,0.405,-12.327,0.0424,0.152,0.00000344,0.154,0.267,160.047
Thooriga ,Navarasa,Movie,Karthik,Tamil,2021,Calm,Acoustic,3.37,56,Medium,Think Music,0.662,0.688,-9.019,0.0413,0.0422,0.000918,0.431,0.365,102.95
Mudhal Nee Mudivum Nee Title Track,Mudhal Nee Mudivum Nee ,Movie,Darbuka Siva;Sid Sriram;Thamarai,Tamil,2021,Sad,Blues,5.55,58,Medium,Sony Music Entertainment India Pvt. Ltd.,0.556,0.521,-10.806,0.0321,0.641,0.000543,0.102,0.353,127.947
Master the Blaster ,Master,Movie,Anirudh Ravichander;Bjorn Surrao,Tamil,2021,Energetic,Dance,1.54,59,Medium,Sony Music Entertainment India Pvt. Ltd.,0.756,0.816,-1.418,0.0972,0.3,0,0.172,0.899,100.04
Nenjame ,Doctor,Movie,Anirudh Ravichander,Tamil,2020,Romantic,Soul,4.28,54,Medium,Sony Music Entertainment India Pvt. Ltd.,0.45,0.647,-9.067,0.0835,0.26,0.000058,0.402,0.122,139.933
Rakita Rakita Rakita ,Jagame Thandhiram,Movie,Santhosh Narayanan;Dhanush;Dhee;Vivek,Tamil,2020,Happy,Pop,4.12,55,Medium,Sony Music Entertainment India Pvt. Ltd.,0.79,0.74,-7.505,0.168,0.581,0.000165,0.523,0.948,133.526
Kaattu Payale ,Soorarai Pottru,Movie,G. V. Prakash;Dhee;Snehan,Tamil,2020,Romantic,Soul,4.1,58,Medium,Sony Music Entertainment India Pvt. Ltd.,0.7,0.631,-8.377,0.212,0.325,0.000246,0.376,0.49,78.924
Chellamma ,Doctor,Movie,Anirudh Ravichander;Jonita Gandhi;Sivakarthikeyan,Tamil,2020,Happy,Pop,3.94,58,Medium,Sony Music Entertainment India Pvt. Ltd.,0.498,0.679,-7.252,0.214,0.256,0.000325,0.0589,0.743,99.702
Kaathodu Kaathanen ,Jail,Movie,G. V. Prakash;Dhanush;Aditi Rao Hydari,Tamil,2020,Romantic,Soul,5.17,49,Medium,Sony Music Entertainment India Pvt. Ltd.,0.368,0.174,-17.293,0.0327,0.739,0.000262,0.122,0.326,80.06
En Iniya Thanimaye,Teddy ,Movie,D. Imman;Sid Sriram;Madhan Karky,Tamil,2020,Sad,Blues,4.55,52,Medium,Think Music,0.598,0.743,-5.112,0.0341,0.0948,0,0.142,0.468,85.04
Vaathi Raid,Master ,Movie,Anirudh Ravichander;Arivu,Tamil,2020,Energetic,Dance,3.49,61,Medium,Sony Music Entertainment India Pvt. Ltd.,0.806,0.93,-3.404,0.132,0.253,0.0000194,0.106,0.666,100.016
Andha Kanna Paathaakaa,Master ,Movie,Anirudh Ravichander;Yuvan Shankar Raja;Vignesh Shivan,Tamil,2020,Romantic,Soul,3.24,60,Medium,Sony Music Entertainment India Pvt. Ltd.,0.747,0.86,-4.071,0.279,0.301,0.0383,0.0743,0.625,90.445
Dharala Prabhu Title Track,Dharala Prabhu ,Movie,Anirudh Ravichander;Vignesh Shivan,Tamil,2020,Happy,Pop,3.32,49,Medium,Sony Music Entertainment India Pvt. Ltd.,0.723,0.908,-3.103,0.234,0.146,0,0.0405,0.664,133.02
Unnaal Penne,Dharala Prabhu ,Movie,Inno Genga,Tamil,2020,Romantic,Soul,3.57,29,Low,Sony Music Entertainment India Pvt. Ltd.,0.444,0.773,-5.652,0.0453,0.445,0.000107,0.138,0.762,110.588
Vaathi Coming ,Master,Movie,Anirudh Ravichander;Gana Balachandar,Tamil,2020,Energetic,Dance,3.8,57,Medium,Sony Music Entertainment India Pvt. Ltd.,0.649,0.947,-4.087,0.26,0.218,0.383,0.0532,0.579,164.943
Kutti Story ,Master,Movie,Anirudh Ravichander;Vijay;Arunraja Kamaraj,Tamil,2020,Happy,Pop,5.01,46,Medium,Sony Music Entertainment India Pvt. Ltd.,0.694,0.557,-6.134,0.102,0.202,0.00000135,0.0919,0.78,104.759
Kadhaippoma ,Oh My Kadavule,Movie,Leon James;Sid Sriram;Ko Sesha,Tamil,2020,Romantic,Soul,4.7,70,Medium,Sony Music Entertainment India Pvt. Ltd.,0.575,0.577,-6.674,0.0432,0.451,0.00000398,0.264,0.157,90.012
Chill Bro,Pattas,Movie,Dhanush;Vivek - Mervin,Tamil,2019,Happy,Pop,4,40,Medium,T-Series,0.73,0.904,-4.223,0.247,0.18,0.000348,0.121,0.464,160.07
Muqabla ,Street Dancer 3D,Movie,Yash Narvekar;Parampara Tandon;Tanishk Bagchi,Tamil,2019,Happy,Pop,2.94,52,Medium,T-Series,0.804,0.921,-3.036,0.0884,0.0231,0.00000206,0.361,0.501,120.002
Dhom Dhom ,Naan Sirithal,Movie,Hiphop Tamizha;Sanjith Hegde,Tamil,2019,Happy,Pop,3.03,48,Medium,Think Music,0.651,0.941,-3.542,0.147,0.277,0.00000222,0.163,0.555,89.993
Breakup Song ,Naan Sirithal,Movie,Hiphop Tamizha,Tamil,2019,Sad,Blues,2.82,48,Medium,Think Music,0.43,0.96,-2.721,0.419,0.0859,0,0.0617,0.454,151.92
Singappenney,Bigil ,Movie,A.R. Rahman;Shashaa Tirupati,Tamil,2019,Energetic,Dance,6.07,47,Medium,Sony Music Entertainment India Pvt. Ltd.,0.741,0.653,-8.561,0.0751,0.185,0.0000133,0.115,0.525,140.029
Bad Boy,Saaho,Movie,Badshah;Benny Dayal;Sunitha Sarathy,Tamil,2019,Energetic,Dance,2.96,20,Low,T-Series,0.879,0.845,-4.763,0.19,0.258,0.00247,0.0919,0.556,105.014
Takkunu Takkunu,Mr. Local ,Movie,Hiphop Tamizha;Anirudh Ravichander,Tamil,2019,Happy,Pop,3.55,50,Medium,Think Music,0.811,0.587,-10.091,0.0872,0.0829,0,0.173,0.758,110.027
Thaarame Thaarame,Kadaram Kondan,Movie,Sid Sriram;Ghibran,Tamil,2019,Romantic,Soul,3.8,66,Medium,Muzik247,0.594,0.53,-6.491,0.0343,0.677,0,0.108,0.32,139.878
Kerala Song,Natpe Thunai ,Movie,Hiphop Tamizha,Tamil,2019,Happy,Pop,3.96,53,Medium,Think Music,0.524,0.947,-2.6,0.258,0.163,0,0.451,0.653,190.013
Inayae,Thadam,Movie,Sid Sriram;Padmalatha,Tamil,2019,Romantic,Soul,3.57,50,Medium,Saregama,0.522,0.603,-5.994,0.0275,0.821,0.0000364,0.0789,0.545,91.995
Kannamma,Ispade Rajavum Idhaya Raniyum ,Movie,Sam C.S.;Anirudh Ravichander,Tamil,2019,Romantic,Soul,4.28,64,Medium,Think Music,0.729,0.695,-8.524,0.0312,0.522,0.000621,0.113,0.599,127.992
Single Pasanga ,Natpe Thunai,Movie,Hiphop Tamizha;Gana Balachandar;Gana Ulagam Dharani;Arivu,Tamil,2019,Happy,Pop,3.74,45,Medium,Think Music,0.751,0.895,-3.268,0.205,0.21,0,0.0696,0.866,138.046
Marana Mass ,Petta ,Movie,Anirudh Ravichander;S. P. Balasubrahmanyam;Vivek,Tamil,2018,Energetic,Dance,3.6,60,Medium,Sony Music Entertainment India Pvt. Ltd.,0.471,0.873,-5.503,0.373,0.47,0.0000813,0.146,0.737,78.434
Top Tucker,Sarkar ,Movie,A.R. Rahman;Mohit Chauhan,Tamil,2018,Happy,Pop,3.72,55,Medium,Sony Music Entertainment India Pvt. Ltd.,0.721,0.657,-8.304,0.0319,0.0322,0.00109,0.0618,0.454,132.97
OMG Ponnu,Sarkar ,Movie,A.R. Rahman;Sid Sriram;Jonita Gandhi,Tamil,2018,Happy,Pop,4.74,55,Medium,Sony Music Entertainment India Pvt. Ltd.,0.809,0.714,-9.555,0.0342,0.00169,0.136,0.0573,0.514,130.011
The Life of Ram,96,Movie,Govind Vasantha;Pradeep Kumar,Tamil,2018,Sad,Blues,5.9,64,Medium,Think Music,0.496,0.488,-9.799,0.0306,0.277,0.00000239,0.183,0.347,83.945
Kaathalae Kaathalae ,96,Movie,Govind Vasantha;Chinmayi,Tamil,2018,Romantic,Soul,3.23,57,Medium,Think Music,0.301,0.248,-12.885,0.0332,0.926,0.0373,0.051,0.0689,94.637
Orasaadha ,Madras Gig),Movie,Vivek - Mervin;Ku Karthik,Tamil,2018,Romantic,Soul,3.93,68,Medium,Sony Music Entertainment India Pvt. Ltd.,0.587,0.776,-4.892,0.0807,0.141,0,0.109,0.606,159.906
Sandakkaari,Kadaikutty Singam ,Movie,D. Imman;Vandana Srinivasan,Tamil,2018,Romantic,Soul,4.49,44,Medium,Sony Music Entertainment India Pvt. Ltd.,0.781,0.832,-4.023,0.0607,0.0838,0,0.0985,0.959,133.945
Iraiva,Velaikkaran ,Movie,Anirudh Ravichander;Jonita Gandhi,Tamil,2017,Sad,Blues,4.91,46,Medium,Sony Music Entertainment India Pvt. Ltd.,0.571,0.729,-5.603,0.0481,0.198,0,0.103,0.378,140.062
Laali Laali,Theeran Adhigaaram Ondru,Movie,Ghibran;Sathyaprakash;Pragathi Guruprasad,Tamil,2017,Romantic,Soul,3.86,47,Medium,Aditya Music (India) Pvt Ltd,0.719,0.62,-8.439,0.0284,0.738,0.0000989,0.155,0.258,124.434
Sodakku ,Thaanaa Serndha Koottam,Movie,Anirudh Ravichander;Anthony Daasan,Tamil,2017,Happy,Pop,3.98,51,Medium,Sony Music Entertainment India Pvt. Ltd.,0.741,0.9,-3.634,0.268,0.345,0.00406,0.0362,0.665,159.836
Neethanae ,Mersal,Movie,A.R. Rahman;Shreya Ghoshal;Vivek,Tamil,2017,Romantic,Soul,4.49,62,Medium,Sony Music Entertainment India Pvt. Ltd.,0.57,0.442,-9.656,0.043,0.716,0.000788,0.0922,0.53,73.963
Aalaporaan Thamizhan ,Mersal,Movie,A.R. Rahman;Kailash Kher;Sathyaprakash;Deepak Blue;Pooja AV;Vivek,Tamil,2017,Energetic,Dance,5.81,35,Low,Sony Music Entertainment India Pvt. Ltd.,0.699,0.811,-7.087,0.0561,0.262,0.00155,0.108,0.736,135.966
Yaanji,Vikram Vedha ,Movie,Anirudh Ravichander;Sam C.S.;Shakthisree Gopalan,Tamil,2017,Romantic,Soul,4.51,59,Medium,Think Music,0.692,0.624,-6.492,0.0337,0.368,0,0.108,0.487,132.896
Karuppu Vellai,Vikram Vedha ,Movie,Sivam;Sam C.S.,Tamil,2017,Energetic,Dance,3.26,56,Medium,Think Music,0.425,0.595,-8.296,0.0533,0.437,0.000826,0.0958,0.0892,109.91
Vaadi Pulla Vaadi ,Meesaya Murukku,Movie,Hiphop Tamizha,Tamil,2017,Romantic,Soul,4.11,53,Medium,Think Music,0.472,0.937,-5.464,0.0639,0.375,0.000101,0.325,0.324,179.999
Mazhaikkulle ,Slow Delights,Movie,Haricharan;Shreya Ghoshal,Tamil,2017,Calm,Acoustic,5.17,26,Low,Think Music,0.68,0.679,-6.627,0.0322,0.676,0.0000571,0.0963,0.118,99.983
Sirukki Vaasam,Kodi ,Movie,Santhosh Narayanan;Anand Aravindakshan;Shweta Mohan;Vivek,Tamil,2016,Romantic,Soul,4.58,66,Medium,Sony Music Entertainment India Pvt. Ltd.,0.571,0.544,-6.555,0.0507,0.502,0,0.0617,0.375,129.869
Ei Suzhali,Kodi ,Movie,Santhosh Narayanan;Vijaynarain;Vivek,Tamil,2016,Romantic,Soul,3.62,65,Medium,Sony Music Entertainment India Pvt. Ltd.,0.797,0.279,-8.947,0.423,0.781,0.000101,0.326,0.813,180.066
Konjam ,M.S.Dhoni - The Untold Story,Movie,Armaan Malik,Tamil,2016,Romantic,Soul,2.89,55,Medium,T-Series,0.485,0.422,-8.266,0.0337,0.901,0.0398,0.096,0.309,121.908
Sirikkadhey,Remo ,Movie,Anirudh Ravichander;Arjun Kanungo;Srinidhi Venkatesh;Vignesh Shivan,Tamil,2016,Romantic,Soul,4.1,64,Medium,Sony Music Entertainment India Pvt. Ltd.,0.632,0.629,-7.392,0.0354,0.151,0.00382,0.114,0.456,87.998
Senjitaley ,Remo ,Movie,Anirudh Ravichander;Vignesh Shivan,Tamil,2016,Happy,Pop,4.19,45,Medium,Sony Music Entertainment India Pvt. Ltd.,0.655,0.941,-5.185,0.14,0.476,0.00000322,0.215,0.344,88.073
Aval,Manithan ,Movie,Santhosh Narayanan;Pradeep Kumar;Priya Hemesh;Vivek,Tamil,2016,Romantic,Soul,4.44,68,Medium,Sony Music Entertainment India Pvt. Ltd.,0.324,0.457,-8.683,0.0336,0.271,0.0000265,0.433,0.225,99.902
En Jeevan,Theri ,Movie,G. V. Prakash;Hariharan;Saindhavi;Vaikom Vijayalakshmi,Tamil,2016,Romantic,Soul,5.34,63,Medium,Think Music,0.393,0.29,-9.136,0.0385,0.552,0.00000384,0.54,0.296,179.779
Chella Kutti,Theri ,Movie,G. V. Prakash;Vijay;Neeti Mohan,Tamil,2016,Romantic,Soul,4.84,57,Medium,Think Music,0.691,0.737,-5.648,0.102,0.355,0.0000896,0.0915,0.679,140.05
Konji Pesida Venaam,Sethupathi ,Movie,Nivas K Prasanna;K. S. Chithra;Sriram Parthasarathy,Tamil,2016,Romantic,Soul,3.78,66,Medium,Think Music,0.756,0.661,-5.769,0.0972,0.187,0.00000626,0.0774,0.635,88.001
Mazhaye Mazhaye ,James and Alice,Movie,Gopi Sundar;Karthik;Abhaya Hiranmayi;B.K. Harinarayanan,Malayalam,2016,Romantic,Soul,4.23,18,Low,Muzik247,0.623,0.457,-8.923,0.0857,0.778,0.000349,0.164,0.523,164.906
Madhu Pole,Dear Comrade,Movie,Sid Sriram;Aishwarya Ravichandran;Justin Prabhakaran;Joe Paul,Malayalam,2019,Romantic,Soul,4.36,18,Low,Lahari Music,0.546,0.304,-9.577,0.0272,0.853,0.00000537,0.202,0.475,97.898
Vaarthinkale,Kali ,Movie,Gopi Sundar;Divya S Menon;B.K. Harinarayanan,Malayalam,2016,Romantic,Soul,4.41,18,Low,Satyam Audios,0.621,0.371,-10.851,0.0306,0.73,0.28,0.126,0.334,173.945
Chilluraanthal,Kali ,Movie,Gopi Sundar;Job Kurian,Malayalam,2016,Romantic,Soul,5.06,18,Low,Satyam Audios,0.522,0.418,-10.262,0.0931,0.524,0.00101,0.0998,0.786,169.957
Ee Shishirakaalam ,Jacobinte Swargarajyam,Movie,Shaan Rahman;Vineeth Sreenivasan;Kavya Ajit;B.K. Harinarayanan,Malayalam,2016,Romantic,Soul,3.75,18,Low,Muzik247,0.365,0.61,-6.669,0.0352,0.703,0.0000064,0.106,0.192,139.523
Thiruvaavaniraavu ,Jacobinte Swargarajyam,Movie,Shaan Rahman;Unni Menon;Sithara Krishnakumar;Meera Scharma;Manu Manjith,Malayalam,2016,Happy,Pop,4.02,18,Low,Muzik247,0.606,0.456,-8.943,0.033,0.629,0,0.132,0.435,89.998
Njaano Raavoo,Kammara Sambhavam ,Movie,Haricharan;Divya S Menon,Malayalam,2018,Romantic,Soul,5.21,19,Low,Millennium Audios,0.551,0.366,-11.139,0.0393,0.933,0.000114,0.459,0.639,151.628
Aazhikkullil,Kammara Sambhavam ,Movie,Karthik;Divya S Menon,Malayalam,2018,Romantic,Soul,4.92,19,Low,Millennium Audios,0.765,0.866,-6.997,0.113,0.396,0.00163,0.0669,0.727,134.994
Theera Katha,Gauthamante Radham,Movie,Ankit Menon;Preetha Madhu Menon;Ashwin Aryan;Vinayak Sasikumar,Malayalam,2020,Sad,Blues,4.35,49,Medium,Muzik247,0.493,0.3,-11.431,0.0325,0.665,0.0114,0.0915,0.192,172.129
Aaromal,Minnal Murali,Movie,Nithya Mammen;Sooraj Santhosh;Shaan Rahman,Malayalam,2021,Romantic,Soul,4.08,50,Medium,Muzik247,0.668,0.249,-10.512,0.0424,0.713,0,0.107,0.707,130.006
Athmavin Akashathil ,Njan Prakashan,Movie,Shaan Rahman;Gowry Lekshmi,Malayalam,2018,Calm,Acoustic,5.21,54,Medium,Manorama Music,0.298,0.466,-7.734,0.0327,0.451,0.000434,0.0876,0.117,100.714
Rasathi,Aravindante Athidhikal,Movie,Shaan Rahman;Vineeth Sreenivasan;Liya Susan Verghese;B.K. Harinarayanan,Malayalam,2018,Romantic,Soul,3.97,54,Medium,Muzik247,0.539,0.45,-9.027,0.0284,0.607,0.0004,0.148,0.42,114.933
Pon Thaarame,Helen,Movie,Shaan Rahman;Vineeth Sreenivasan;Vinayak Sasikumar,Malayalam,2019,Romantic,Soul,3.75,54,Medium,Muzik247,0.639,0.46,-9.698,0.0288,0.349,0.0134,0.131,0.393,130.039
Ennilerinju,Jacobinte Swargarajyam,Movie,Shaan Rahman;Rzee;Sithara Krishnakumar,Malayalam,2016,Sad,Blues,3.26,54,Medium,Muzik247,0.489,0.857,-6.798,0.0718,0.389,0.00000215,0.0803,0.513,110.25
Raavu Mayave,Vettah,Movie,Rinu Razak;Shaan Rahman,Malayalam,2016,Calm,Acoustic,4.91,54,Medium,Muzik247,0.703,0.589,-6.56,0.0263,0.725,0.0148,0.124,0.505,128.04
Mayaanadhi,Mayaanadhi ,Movie,Shahabaz Aman,Malayalam,2018,Romantic,Soul,4.37,56,Medium,OPM Records,0.264,0.176,-16.969,0.0281,0.956,0.0501,0.0869,0.0771,101.372
Neeyilla Neram ,LUCA,Movie,Sooraj S. Kurup,Malayalam,2019,Sad,Blues,3.61,56,Medium,Muzik247,0.598,0.461,-12.394,0.0326,0.735,0.103,0.0622,0.311,125.982
Thennal Nilavinte,Oru Muthassi Gadha,Movie,Shaan Rahman;Vineeth Sreenivasan;Aparna Balamurali,Malayalam,2016,Calm,Acoustic,3.91,56,Medium,Muzik247,0.243,0.465,-8.996,0.0309,0.537,0.000034,0.24,0.432,180.502
Dooreyo,Aanandam ,Movie,Vishak Nair;Suchith Suresan;Ashwin Gopakumar;Sachin Warrier,Malayalam,2016,Romantic,Soul,4.23,56,Medium,Satyam Audios,0.604,0.675,-6.99,0.0365,0.341,0.000765,0.201,0.376,129.02
Payye Veesum,Aanandam ,Movie,Ashwin Gopakumar;Sneha Warrier,Malayalam,2016,Romantic,Soul,4.37,56,Medium,Satyam Audios,0.695,0.545,-8.757,0.0253,0.527,0.0146,0.113,0.252,104.981
Don't Fall,Kumbalangi Nights ,Movie,Akhil Unnikrishnan (KEL),Malayalam,2019,Calm,Acoustic,1.54,22,Low,Bhavana Studios,0.579,0.0906,-16.15,0.0334,0.815,0.0000394,0.0967,0.205,100.726
Silent Cat ,Kumbalangi Nights ,Movie,K.ZIA,Malayalam,2019,Calm,Acoustic,2.41,22,Low,Bhavana Studios,0.754,0.629,-9.678,0.255,0.0139,0.00245,0.906,0.588,139.98
Duppattawaali ,Odum Kuthira Chaadum Kuthira,Movie,Justin Varghese;Sanjith Hegde;Anila Rajeev;Suhail Koya,Malayalam,2025,Happy,Pop,4.23,23,Low,Muzik247,0.748,0.553,-7.766,0.0472,0.411,0.0406,0.175,0.629,94.999
Manuja,Romancham,Movie,Sushin Shyam;Rex Vijayan,Malayalam,2023,Energetic,Dance,3.49,23,Low,Saregama,0.643,0.68,-6.679,0.0363,0.0595,0.202,0.618,0.112,100.011
Neeyanen Aakasham ,Kaathal The Core,Movie,Mathews Pulickan;Anne Amie;Jacquiline Mathew,Malayalam,2023,Romantic,Soul,2,23,Low,MammoottyKampany Films Pvt Ltd,0.48,0.12,-13.444,0.0291,0.978,0.00113,0.0812,0.489,66.031
Thinkal Poovin ,Pachuvum Athbutha Vilakkum,Movie,Justin Prabhakaran;Anne Amie;Manu Manjith;Raj Shekhar,Malayalam,2023,Romantic,Soul,5.95,23,Low,T-Series,0.597,0.29,-9.488,0.0255,0.64,0,0.105,0.32,94.948
Maayika Maname,Turbo ,Movie,Christo Xavier;Sooraj Santhosh;Vinayak Sasikumar,Malayalam,2024,Romantic,Soul,3.22,27,Low,MammoottyKampany Music,0.756,0.555,-11.133,0.0396,0.326,0.00818,0.0945,0.589,119.027
Edan Poove,Little Hearts ,Movie,Kailas;Kapil Kapilan;Sanah Moidutty,Malayalam,2024,Romantic,Soul,4.45,27,Low,Sony Music Entertainment India Pvt. Ltd.,0.708,0.488,-10.361,0.171,0.733,0.000937,0.0898,0.338,94.966
Kisa Paathiyil,Kismath,Movie,Sachin Balu,Malayalam,2016,Romantic,Soul,3.47,28,Low,Muzik247,0.554,0.287,-14.212,0.0271,0.889,0.000484,0.35,0.23,100.035
Nilamanaltharikalil,Kismath,Movie,K. S. Harisankar;Shreya Raghav,Malayalam,2016,Romantic,Soul,3.86,28,Low,Muzik247,0.708,0.487,-11.563,0.0513,0.381,0.031,0.0902,0.534,80.538
Chilathunaam,Kismath,Movie,Madhushree,Malayalam,2016,Romantic,Soul,5.09,28,Low,Muzik247,0.657,0.513,-13.16,0.039,0.332,0.0000531,0.0737,0.521,94.001
Aadam Paadam ,Madhuram,Movie,APPU PATHU PAPPU;Joju George;Hesham Abdul Wahab,Malayalam,2021,Calm,Acoustic,3.19,28,Low,3560831 Records DK,0.693,0.59,-10.03,0.032,0.306,0,0.11,0.914,110.036
Karakaana ,Varshangalkku Shesham,Movie,Amrit Ramnath;Vineeth Sreenivasan;Divya Vineeth,Malayalam,2024,Romantic,Soul,3.5,28,Low,Think Music,0.685,0.569,-9.353,0.0258,0.572,0.00109,0.112,0.361,115.032
Kathangal Kinavil,Darvinte Parinamam ,Movie,Haricharan,Malayalam,2016,Romantic,Soul,3.88,28,Low,Satyam Audios,0.678,0.371,-7.894,0.0351,0.694,0.0000168,0.11,0.482,62.57
En Nenjoram ,Santhosham,Movie,K. S. Harisankar;Vinayak Sasikumar;P S Jayhari,Malayalam,2022,Romantic,Soul,4.11,30,Low,Manorama Music,0.43,0.605,-6.125,0.0531,0.598,0,0.0725,0.381,104.847
Paadi Njan,Thamaasha ,Movie,Shahabaz Aman,Malayalam,2019,Calm,Acoustic,3.23,31,Low,Happy Hours Entertainments,0.773,0.4,-11.452,0.0306,0.613,0.00186,0.147,0.747,113.01
Premakkathu Pattu,Kadina Kadoramee Andakadaham ,Movie,Govind Vasantha;Fathima Jahaan;Mu.Ri,Malayalam,2023,Romantic,Soul,3.06,31,Low,Think Music,0.369,0.175,-12.886,0.0392,0.984,0.000281,0.0906,0.269,169.476
Aattuthottil,Athiran ,Movie,P S Jayhari;P. Jayachandran;Fahad Faasil,Malayalam,2019,Calm,Acoustic,3.67,31,Low,Manorama Music,0.568,0.266,-12.171,0.0315,0.806,0,0.096,0.239,85.935
Pavizha Mazha,Athiran ,Movie,P S Jayhari;K. S. Harisankar,Malayalam,2019,Romantic,Soul,3.89,31,Low,Manorama Music,0.559,0.726,-4.379,0.0456,0.66,0,0.0823,0.182,90.052
Alaye,Kasargold,Movie,Benny Dayal;Vishnu Vijay,Malayalam,2023,Energetic,Dance,3.54,32,Low,Saregama India Ltd,0.668,0.638,-10.593,0.0516,0.00849,0.00791,0.357,0.804,120.008
Ennile Punchiri ,Phoenix,Movie,Sam C.S.;Kapil Kapilan;K. S. Chithra;Vinayak Sasikumar,Malayalam,2023,Romantic,Soul,3.68,32,Low,123 Musix Entertainments Pvt Ltd,0.393,0.332,-10.297,0.04,0.822,0.00145,0.0745,0.254,112.611
Ee Ulakin,King of Kotha ,Movie,Shaan Rahman;Sreejish Subramanian,Malayalam,2023,Energetic,Dance,4.04,33,Low,Sony Music Entertainment India Pvt. Ltd.,0.497,0.83,-4.8,0.0504,0.592,0,0.123,0.444,140.987
Ulakathin,Karinkunnam 6s,Movie,Rahul Raj;Arun Alat;Joju Sebastian,Malayalam,2016,Energetic,Dance,3.29,33,Low,Muzik247,0.781,0.837,-7.345,0.0519,0.177,0.0123,0.107,0.719,105.004
Ethetho Swapnamo,Avarude Ravukal,Movie,Vaisakh C Madhav;Siby Padiyara,Malayalam,2017,Romantic,Soul,4.24,34,Low,Muzik247,0.576,0.266,-10.205,0.0301,0.878,0,0.148,0.507,77.023
Kotha Raja,King of Kotha ,Movie,Jakes Bejoy;Asal Kolaar;Dabzee;Roll Rida;Resmi Sateesh,Malayalam,2023,Energetic,Dance,4.55,34,Low,Sony Music Entertainment India Pvt. Ltd.,0.555,0.786,-7.431,0.136,0.172,0.0000422,0.108,0.373,130.078
Ethu Mazhayilum,Udaharanam Sujatha,Movie,Gopi Sundar;Sithara Krishnakumar;B.K. Harinarayanan,Malayalam,2017,Romantic,Soul,3.42,35,Low,Muzik247,0.68,0.293,-10.08,0.0345,0.959,0.0000076,0.105,0.305,114.882
Kannil Kannil,CIA - Comrade in America ,Movie,Gopi Sundar;Haricharan;Sayanora Philip;Rafeeq Ahammed,Malayalam,2017,Romantic,Soul,4.15,35,Low,123 Musix Entertainments Pvt Ltd,0.817,0.556,-9.58,0.0305,0.43,0.00834,0.103,0.673,114.984
Vaanam Thilathilakkanu,CIA - Comrade in America ,Movie,Dulquer Salmaan;Carolina;Mohammed Maqbool Mansoor,Malayalam,2017,Happy,Pop,3.81,35,Low,123 Musix Entertainments Pvt Ltd,0.548,0.529,-10.077,0.0926,0.83,0.000152,0.104,0.568,142.556
Kalariyadavum,Kayamkulam Kochunni,Movie,Shreya Ghoshal;Vijay Yesudas,Malayalam,2021,Energetic,Dance,4.11,35,Low,Jio Studios,0.617,0.379,-13.529,0.0343,0.83,0.00000534,0.433,0.655,79.993
Koyikkodu,Goodalochana ,Movie,Abhaya Hiranmayi,Malayalam,2017,Happy,Pop,1.78,36,Low,123 Musix Entertainments Pvt Ltd,0.738,0.781,-7.811,0.0409,0.0601,0.000957,0.0614,0.929,90.023
Kasavu Njoriyumoru Pulari,Udaharanam Sujatha,Movie,Gopi Sundar;Gayathri Varma;D. Santhosh,Malayalam,2017,Calm,Acoustic,3.81,36,Low,Muzik247,0.497,0.381,-11.657,0.0427,0.971,0.121,0.0577,0.589,86.47
Kaatil Ila,Udaharanam Sujatha,Movie,Gopi Sundar;Vijay Yesudas;Rafeeq Ahammed,Malayalam,2017,Calm,Acoustic,5.58,36,Low,Muzik247,0.711,0.545,-10.152,0.0774,0.729,0.0000948,0.108,0.658,94.998
Unarukayaano,Udaharanam Sujatha,Movie,Gopi Sundar;Sayanora Philip;Santhosh Varma,Malayalam,2017,Calm,Acoustic,4.16,36,Low,Muzik247,0.709,0.401,-11.524,0.0322,0.871,0.0101,0.0904,0.595,113.956
Uyirin Naadhane,Joseph ,Movie,Ranjin Raj;Vijay Yesudas;Merin Gregory,Malayalam,2018,Sad,Blues,4.4,38,Low,Goodwill Entertainments,0.735,0.467,-10.273,0.0333,0.476,0.00000392,0.22,0.482,130.018
