Track Name,Album_Name,Song_Type,Artist Name(s),Language,Release Year,Mood,Genre_category,Duration (mins),Popularity,Stream Category,Record Label,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
NERA,,Private,ARJN;KDS;RONN,Hindi,2025,Energetic,Dance,3.56,65,Medium,Universal Music India Pvt Ltd.,0.868,0.722,-5.517,0.116,0.285,0.00736,0.203,0.801,110.033
SHERIYA,,Private,ARJN;KDS;RONN,Hindi,2025,Energetic,Dance,3.18,68,Medium,Universal Music India Pvt Ltd.,0.782,0.745,-6.589,0.237,0.158,0.00000192,0.296,0.286,98.045
Bye,,Private,Aditya Bhardwaj,Hindi,2022,Sad,Blues,2.9,68,Medium,Warner Music India,0.571,0.814,-7.515,0.121,0.0433,0.0000873,0.0762,0.461,168.064
Kehne Lagaa,,Private,Rushil Aswal,Hindi,2024,Romantic,Soul,4.39,63,Medium,Mashooriya Originals,0.591,0.414,-15.752,0.0403,0.85,0.000421,0.106,0.615,99.809
Leja,,Private,Lost Stories;JAI DHIR,Hindi,2023,Happy,Pop,3.3,63,Medium,Universal Music India Pvt. Ltd. (on behalf of Bombay Electric Collective),0.588,0.553,-8.05,0.0396,0.157,0.0000609,0.233,0.17,102.967
Baarish Mein Phir,,Private,Saahel,Hindi,2025,Romantic,Soul,2.95,66,Medium,Universal Music India Pvt. Ltd. (on behalf of Saahel),0.642,0.612,-6.846,0.0359,0.527,0.00043,0.258,0.144,132.997
nadaaniyan,,Private,Akshath,Hindi,2024,Romantic,Soul,2.85,69,Medium,Universal Music India Pvt Ltd.,0.698,0.334,-6.297,0.0291,0.721,0,0.0836,0.694,94.123
Banda Kaam Ka,,Private,Chaar Diwaari;Sanjith Hegde,Hindi,2025,Energetic,Dance,4.15,68,Medium,Universal Music India Pvt Ltd.,0.778,0.622,-7.839,0.18,0.411,0.00000119,0.549,0.752,114.018
Savera,,Private,Iqlipse Nova;Anubha Bajaj,Hindi,2024,Calm,Acoustic,2.39,63,Medium,Sony Music India / Brown,0.775,0.418,-10.342,0.0327,0.527,0,0.108,0.822,108.057
Farq hai,,Private,Suzonn,Hindi,2020,Sad,Blues,3.07,60,Medium,Suzonn,0.8,0.209,-12.652,0.0408,0.865,0.0000411,0.252,0.74,87.972
Alfaazo,,Private,Mitraz,Hindi,2023,Romantic,Soul,2.64,61,Medium,Sony Music / Big Bang Records Pvt. Ltd.,0.688,0.523,-8.67,0.0349,0.365,0.0038,0.122,0.284,100.055
Waqt Ki Baatein,,Private,Dream Note,Hindi,2018,Calm,Acoustic,4.06,61,Medium,Dream Note,0.556,0.202,-16.397,0.0324,0.915,0.0381,0.112,0.2,145.017
Kaahe Mose,,Private,Garvit - Priyansh;Garvit Soni;Priyansh Srivastava,Hindi,2025,Calm,Acoustic,3.65,66,Medium,T-Series,0.572,0.569,-7.982,0.0312,0.0428,0,0.236,0.292,108.049
Faasle,,Private,Aditya Rikhari,Hindi,2021,Sad,Blues,3.7,69,Medium,CollabX Productions,0.645,0.324,-13.621,0.0545,0.754,0.000727,0.103,0.493,162.037
Paiya Dei ,,Private,Asal Kolaar;Anand Kashinath,Tamil,2024,Energetic,Dance,2.59,64,Medium,Think Music,0.815,0.752,-5.939,0.302,0.414,0.000211,0.33,0.489,100.089
Champagini ,,Private,Asal Kolaar;Urban Thozha,Tamil,2025,Energetic,Dance,1.94,60,Medium,Think Music,0.594,0.848,-6.033,0.396,0.413,0.000326,0.0664,0.828,145.884
